City,Week,Product,Quantity Ordered
Boston,26,34in Ultrawide Monitor,14
Boston,26,AA Batteries (4-pack),51
Boston,26,AAA Batteries (4-pack),59
Boston,26,Apple Airpods Headphones,32
Boston,26,Bose SoundSport Headphones,27
Boston,26,Flatscreen TV,12
Boston,26,Google Phone,7
Boston,26,LG Dryer,2
Boston,26,LG Washing Machine,3
Boston,26,Lightning Charging Cable,35
Boston,26,Macbook Pro Laptop,10
Boston,26,ThinkPad Laptop,8
Boston,26,USB-C Charging Cable,40
Boston,26,Vareebadd Phone,5
Boston,26,Wired Headphones,45
Boston,26,iPhone,12
Boston,27,20in Monitor,11
Boston,27,27in 4K Gaming Monitor,11
Boston,27,27in FHD Monitor,13
Boston,27,34in Ultrawide Monitor,10
Boston,27,AA Batteries (4-pack),66
Boston,27,AAA Batteries (4-pack),61
Boston,27,Apple Airpods Headphones,31
Boston,27,Bose SoundSport Headphones,22
Boston,27,Flatscreen TV,8
Boston,27,Google Phone,11
Boston,27,LG Dryer,1
Boston,27,LG Washing Machine,1
Boston,27,Lightning Charging Cable,37
Boston,27,Macbook Pro Laptop,15
Boston,27,ThinkPad Laptop,5
Boston,27,USB-C Charging Cable,48
Boston,27,Vareebadd Phone,2
Boston,27,Wired Headphones,41
Boston,27,iPhone,15
Boston,28,20in Monitor,7
Boston,28,27in 4K Gaming Monitor,5
Boston,28,27in FHD Monitor,15
Boston,28,34in Ultrawide Monitor,11
Boston,28,AA Batteries (4-pack),50
Boston,28,AAA Batteries (4-pack),57
Boston,28,Apple Airpods Headphones,31
Boston,28,Bose SoundSport Headphones,21
Boston,28,Flatscreen TV,12
Boston,28,Google Phone,8
Boston,28,LG Dryer,2
Boston,28,Lightning Charging Cable,54
Boston,28,Macbook Pro Laptop,11
Boston,28,ThinkPad Laptop,7
Boston,28,USB-C Charging Cable,40
Boston,28,Vareebadd Phone,3
Boston,28,Wired Headphones,39
Boston,28,iPhone,14
Boston,29,20in Monitor,7
Boston,29,27in 4K Gaming Monitor,15
Boston,29,27in FHD Monitor,16
Boston,29,34in Ultrawide Monitor,7
Boston,29,AA Batteries (4-pack),69
Boston,29,AAA Batteries (4-pack),58
Boston,29,Apple Airpods Headphones,27
Boston,29,Bose SoundSport Headphones,21
Boston,29,Flatscreen TV,7
Boston,29,Google Phone,14
Boston,29,LG Dryer,2
Boston,29,LG Washing Machine,1
Boston,29,Lightning Charging Cable,49
Boston,29,Macbook Pro Laptop,12
Boston,29,ThinkPad Laptop,8
Boston,29,USB-C Charging Cable,46
Boston,29,Vareebadd Phone,3
Boston,29,Wired Headphones,35
Boston,29,iPhone,15
Boston,30,20in Monitor,6
Boston,30,27in 4K Gaming Monitor,11
Boston,30,27in FHD Monitor,16
Boston,30,34in Ultrawide Monitor,10
Boston,30,AA Batteries (4-pack),43
Boston,30,AAA Batteries (4-pack),69
Boston,30,Apple Airpods Headphones,31
Boston,30,Bose SoundSport Headphones,22
Boston,30,Flatscreen TV,10
Boston,30,Google Phone,12
Boston,30,LG Washing Machine,1
Boston,30,Lightning Charging Cable,53
Boston,30,Macbook Pro Laptop,8
Boston,30,ThinkPad Laptop,7
Boston,30,USB-C Charging Cable,54
Boston,30,Vareebadd Phone,6
Boston,30,Wired Headphones,38
Boston,30,iPhone,16
Boston,31,20in Monitor,7
Boston,31,27in 4K Gaming Monitor,12
Boston,31,27in FHD Monitor,10
Boston,31,34in Ultrawide Monitor,12
Boston,31,AA Batteries (4-pack),41
Boston,31,AAA Batteries (4-pack),60
Boston,31,Apple Airpods Headphones,23
Boston,31,Bose SoundSport Headphones,17
Boston,31,Flatscreen TV,10
Boston,31,Google Phone,9
Boston,31,Lightning Charging Cable,40
Boston,31,Macbook Pro Laptop,3
Boston,31,ThinkPad Laptop,7
Boston,31,USB-C Charging Cable,36
Boston,31,Vareebadd Phone,1
Boston,31,Wired Headphones,37
Boston,31,iPhone,12
Boston,32,20in Monitor,4
Boston,32,27in 4K Gaming Monitor,17
Boston,32,27in FHD Monitor,10
Boston,32,34in Ultrawide Monitor,17
Boston,32,AA Batteries (4-pack),31
Boston,32,AAA Batteries (4-pack),46
Boston,32,Apple Airpods Headphones,20
Boston,32,Bose SoundSport Headphones,16
Boston,32,Flatscreen TV,10
Boston,32,Google Phone,7
Boston,32,LG Dryer,2
Boston,32,LG Washing Machine,2
Boston,32,Lightning Charging Cable,23
Boston,32,Macbook Pro Laptop,9
Boston,32,ThinkPad Laptop,5
Boston,32,USB-C Charging Cable,35
Boston,32,Vareebadd Phone,1
Boston,32,Wired Headphones,39
Boston,32,iPhone,16
Boston,33,20in Monitor,6
Boston,33,27in 4K Gaming Monitor,7
Boston,33,27in FHD Monitor,13
Boston,33,34in Ultrawide Monitor,13
Boston,33,AA Batteries (4-pack),53
Boston,33,AAA Batteries (4-pack),44
Boston,33,Apple Airpods Headphones,14
Boston,33,Bose SoundSport Headphones,19
Boston,33,Flatscreen TV,9
Boston,33,Google Phone,15
Boston,33,LG Washing Machine,2
Boston,33,Lightning Charging Cable,33
Boston,33,Macbook Pro Laptop,6
Boston,33,ThinkPad Laptop,9
Boston,33,USB-C Charging Cable,40
Boston,33,Vareebadd Phone,3
Boston,33,Wired Headphones,25
Boston,33,iPhone,8
Boston,34,20in Monitor,5
Boston,34,27in 4K Gaming Monitor,8
Boston,34,27in FHD Monitor,10
Boston,34,34in Ultrawide Monitor,10
Boston,34,AA Batteries (4-pack),38
Boston,34,AAA Batteries (4-pack),56
Boston,34,Apple Airpods Headphones,36
Boston,34,Bose SoundSport Headphones,22
Boston,34,Flatscreen TV,5
Boston,34,Google Phone,7
Boston,34,LG Washing Machine,1
Boston,34,Lightning Charging Cable,31
Boston,34,Macbook Pro Laptop,5
Boston,34,ThinkPad Laptop,7
Boston,34,USB-C Charging Cable,29
Boston,34,Vareebadd Phone,6
Boston,34,Wired Headphones,38
Boston,34,iPhone,10
Boston,35,20in Monitor,3
Boston,35,27in 4K Gaming Monitor,6
Boston,35,27in FHD Monitor,11
Boston,35,34in Ultrawide Monitor,10
Boston,35,AA Batteries (4-pack),39
Boston,35,AAA Batteries (4-pack),52
Boston,35,Apple Airpods Headphones,26
Boston,35,Bose SoundSport Headphones,14
Boston,35,Flatscreen TV,8
Boston,35,Google Phone,5
Boston,35,LG Dryer,3
Boston,35,LG Washing Machine,2
Boston,35,Lightning Charging Cable,28
Boston,35,Macbook Pro Laptop,5
Boston,35,ThinkPad Laptop,5
Boston,35,USB-C Charging Cable,43
Boston,35,Vareebadd Phone,4
Boston,35,Wired Headphones,28
Boston,35,iPhone,11
Boston,36,20in Monitor,5
Boston,36,27in 4K Gaming Monitor,14
Boston,36,27in FHD Monitor,10
Boston,36,34in Ultrawide Monitor,12
Boston,36,AA Batteries (4-pack),43
Boston,36,AAA Batteries (4-pack),61
Boston,36,Apple Airpods Headphones,25
Boston,36,Bose SoundSport Headphones,23
Boston,36,Flatscreen TV,8
Boston,36,Google Phone,11
Boston,36,LG Washing Machine,1
Boston,36,Lightning Charging Cable,34
Boston,36,Macbook Pro Laptop,9
Boston,36,ThinkPad Laptop,2
Boston,36,USB-C Charging Cable,54
Boston,36,Vareebadd Phone,2
Boston,36,Wired Headphones,41
Boston,36,iPhone,8
Boston,37,20in Monitor,5
Boston,37,27in 4K Gaming Monitor,7
Boston,37,27in FHD Monitor,8
Boston,37,34in Ultrawide Monitor,12
Boston,37,AA Batteries (4-pack),40
Boston,37,AAA Batteries (4-pack),62
Boston,37,Apple Airpods Headphones,29
Boston,37,Bose SoundSport Headphones,23
Boston,37,Flatscreen TV,8
Boston,37,Google Phone,6
Boston,37,LG Washing Machine,2
Boston,37,Lightning Charging Cable,39
Boston,37,Macbook Pro Laptop,11
Boston,37,ThinkPad Laptop,10
Boston,37,USB-C Charging Cable,32
Boston,37,Vareebadd Phone,3
Boston,37,Wired Headphones,35
Boston,37,iPhone,19
Boston,38,20in Monitor,5
Boston,38,27in 4K Gaming Monitor,10
Boston,38,27in FHD Monitor,10
Boston,38,34in Ultrawide Monitor,5
Boston,38,AA Batteries (4-pack),56
Boston,38,AAA Batteries (4-pack),40
Boston,38,Apple Airpods Headphones,22
Boston,38,Bose SoundSport Headphones,19
Boston,38,Flatscreen TV,8
Boston,38,Google Phone,8
Boston,38,LG Washing Machine,2
Boston,38,Lightning Charging Cable,34
Boston,38,Macbook Pro Laptop,4
Boston,38,ThinkPad Laptop,5
Boston,38,USB-C Charging Cable,53
Boston,38,Vareebadd Phone,4
Boston,38,Wired Headphones,26
Boston,38,iPhone,13
Boston,39,20in Monitor,8
Boston,39,27in 4K Gaming Monitor,7
Boston,39,27in FHD Monitor,11
Boston,39,34in Ultrawide Monitor,10
Boston,39,AA Batteries (4-pack),50
Boston,39,AAA Batteries (4-pack),44
Boston,39,Apple Airpods Headphones,18
Boston,39,Bose SoundSport Headphones,17
Boston,39,Flatscreen TV,5
Boston,39,Google Phone,16
Boston,39,LG Dryer,1
Boston,39,Lightning Charging Cable,29
Boston,39,Macbook Pro Laptop,15
Boston,39,ThinkPad Laptop,6
Boston,39,USB-C Charging Cable,42
Boston,39,Vareebadd Phone,2
Boston,39,Wired Headphones,30
Boston,39,iPhone,9
Boston,40,20in Monitor,7
Boston,40,27in 4K Gaming Monitor,14
Boston,40,27in FHD Monitor,28
Boston,40,34in Ultrawide Monitor,8
Boston,40,AA Batteries (4-pack),60
Boston,40,AAA Batteries (4-pack),101
Boston,40,Apple Airpods Headphones,37
Boston,40,Bose SoundSport Headphones,36
Boston,40,Flatscreen TV,14
Boston,40,Google Phone,20
Boston,40,LG Washing Machine,2
Boston,40,Lightning Charging Cable,53
Boston,40,Macbook Pro Laptop,17
Boston,40,ThinkPad Laptop,14
Boston,40,USB-C Charging Cable,58
Boston,40,Vareebadd Phone,5
Boston,40,Wired Headphones,42
Boston,40,iPhone,13
Boston,41,20in Monitor,7
Boston,41,27in 4K Gaming Monitor,23
Boston,41,27in FHD Monitor,18
Boston,41,34in Ultrawide Monitor,14
Boston,41,AA Batteries (4-pack),89
Boston,41,AAA Batteries (4-pack),88
Boston,41,Apple Airpods Headphones,51
Boston,41,Bose SoundSport Headphones,37
Boston,41,Flatscreen TV,17
Boston,41,Google Phone,11
Boston,41,LG Washing Machine,4
Boston,41,Lightning Charging Cable,56
Boston,41,Macbook Pro Laptop,3
Boston,41,ThinkPad Laptop,8
Boston,41,USB-C Charging Cable,73
Boston,41,Vareebadd Phone,3
Boston,41,Wired Headphones,43
Boston,41,iPhone,13
Boston,42,20in Monitor,15
Boston,42,27in 4K Gaming Monitor,24
Boston,42,27in FHD Monitor,14
Boston,42,34in Ultrawide Monitor,10
Boston,42,AA Batteries (4-pack),67
Boston,42,AAA Batteries (4-pack),82
Boston,42,Apple Airpods Headphones,27
Boston,42,Bose SoundSport Headphones,26
Boston,42,Flatscreen TV,14
Boston,42,Google Phone,12
Boston,42,LG Dryer,1
Boston,42,Lightning Charging Cable,68
Boston,42,Macbook Pro Laptop,14
Boston,42,ThinkPad Laptop,16
Boston,42,USB-C Charging Cable,57
Boston,42,Vareebadd Phone,5
Boston,42,Wired Headphones,63
Boston,42,iPhone,17
Boston,43,20in Monitor,12
Boston,43,27in 4K Gaming Monitor,18
Boston,43,27in FHD Monitor,19
Boston,43,34in Ultrawide Monitor,10
Boston,43,AA Batteries (4-pack),78
Boston,43,AAA Batteries (4-pack),91
Boston,43,Apple Airpods Headphones,37
Boston,43,Bose SoundSport Headphones,40
Boston,43,Flatscreen TV,14
Boston,43,Google Phone,15
Boston,43,LG Dryer,2
Boston,43,LG Washing Machine,2
Boston,43,Lightning Charging Cable,64
Boston,43,Macbook Pro Laptop,6
Boston,43,ThinkPad Laptop,10
Boston,43,USB-C Charging Cable,79
Boston,43,Vareebadd Phone,6
Boston,43,Wired Headphones,52
Boston,43,iPhone,16
Boston,44,20in Monitor,12
Boston,44,27in 4K Gaming Monitor,14
Boston,44,27in FHD Monitor,22
Boston,44,34in Ultrawide Monitor,17
Boston,44,AA Batteries (4-pack),82
Boston,44,AAA Batteries (4-pack),70
Boston,44,Apple Airpods Headphones,42
Boston,44,Bose SoundSport Headphones,23
Boston,44,Flatscreen TV,5
Boston,44,Google Phone,7
Boston,44,LG Washing Machine,3
Boston,44,Lightning Charging Cable,70
Boston,44,Macbook Pro Laptop,13
Boston,44,ThinkPad Laptop,7
Boston,44,USB-C Charging Cable,65
Boston,44,Vareebadd Phone,2
Boston,44,Wired Headphones,67
Boston,44,iPhone,12
Boston,45,20in Monitor,8
Boston,45,27in 4K Gaming Monitor,14
Boston,45,27in FHD Monitor,19
Boston,45,34in Ultrawide Monitor,23
Boston,45,AA Batteries (4-pack),76
Boston,45,AAA Batteries (4-pack),81
Boston,45,Apple Airpods Headphones,30
Boston,45,Bose SoundSport Headphones,41
Boston,45,Flatscreen TV,12
Boston,45,Google Phone,8
Boston,45,LG Dryer,1
Boston,45,Lightning Charging Cable,71
Boston,45,Macbook Pro Laptop,19
Boston,45,ThinkPad Laptop,8
Boston,45,USB-C Charging Cable,59
Boston,45,Vareebadd Phone,5
Boston,45,Wired Headphones,44
Boston,45,iPhone,8
Boston,46,20in Monitor,12
Boston,46,27in 4K Gaming Monitor,8
Boston,46,27in FHD Monitor,16
Boston,46,34in Ultrawide Monitor,20
Boston,46,AA Batteries (4-pack),89
Boston,46,AAA Batteries (4-pack),79
Boston,46,Apple Airpods Headphones,27
Boston,46,Bose SoundSport Headphones,34
Boston,46,Flatscreen TV,15
Boston,46,Google Phone,12
Boston,46,LG Dryer,2
Boston,46,LG Washing Machine,4
Boston,46,Lightning Charging Cable,62
Boston,46,Macbook Pro Laptop,8
Boston,46,ThinkPad Laptop,8
Boston,46,USB-C Charging Cable,56
Boston,46,Vareebadd Phone,4
Boston,46,Wired Headphones,66
Boston,46,iPhone,25
Boston,47,20in Monitor,10
Boston,47,27in 4K Gaming Monitor,14
Boston,47,27in FHD Monitor,19
Boston,47,34in Ultrawide Monitor,6
Boston,47,AA Batteries (4-pack),61
Boston,47,AAA Batteries (4-pack),67
Boston,47,Apple Airpods Headphones,35
Boston,47,Bose SoundSport Headphones,25
Boston,47,Flatscreen TV,13
Boston,47,Google Phone,18
Boston,47,LG Washing Machine,1
Boston,47,Lightning Charging Cable,43
Boston,47,Macbook Pro Laptop,7
Boston,47,ThinkPad Laptop,15
Boston,47,USB-C Charging Cable,48
Boston,47,Vareebadd Phone,1
Boston,47,Wired Headphones,45
Boston,47,iPhone,19
Boston,48,20in Monitor,6
Boston,48,27in 4K Gaming Monitor,21
Boston,48,27in FHD Monitor,15
Boston,48,34in Ultrawide Monitor,19
Boston,48,AA Batteries (4-pack),47
Boston,48,AAA Batteries (4-pack),77
Boston,48,Apple Airpods Headphones,41
Boston,48,Bose SoundSport Headphones,33
Boston,48,Flatscreen TV,17
Boston,48,Google Phone,10
Boston,48,LG Dryer,1
Boston,48,LG Washing Machine,1
Boston,48,Lightning Charging Cable,60
Boston,48,Macbook Pro Laptop,13
Boston,48,ThinkPad Laptop,7
Boston,48,USB-C Charging Cable,56
Boston,48,Vareebadd Phone,5
Boston,48,Wired Headphones,51
Boston,48,iPhone,21
Boston,49,20in Monitor,11
Boston,49,27in 4K Gaming Monitor,25
Boston,49,27in FHD Monitor,24
Boston,49,34in Ultrawide Monitor,21
Boston,49,AA Batteries (4-pack),99
Boston,49,AAA Batteries (4-pack),85
Boston,49,Apple Airpods Headphones,48
Boston,49,Bose SoundSport Headphones,41
Boston,49,Flatscreen TV,14
Boston,49,Google Phone,19
Boston,49,LG Dryer,2
Boston,49,LG Washing Machine,2
Boston,49,Lightning Charging Cable,80
Boston,49,Macbook Pro Laptop,19
Boston,49,ThinkPad Laptop,13
Boston,49,USB-C Charging Cable,79
Boston,49,Vareebadd Phone,4
Boston,49,Wired Headphones,70
Boston,49,iPhone,20
Boston,50,20in Monitor,13
Boston,50,27in 4K Gaming Monitor,28
Boston,50,27in FHD Monitor,18
Boston,50,34in Ultrawide Monitor,21
Boston,50,AA Batteries (4-pack),82
Boston,50,AAA Batteries (4-pack),109
Boston,50,Apple Airpods Headphones,46
Boston,50,Bose SoundSport Headphones,43
Boston,50,Flatscreen TV,14
Boston,50,Google Phone,9
Boston,50,LG Dryer,1
Boston,50,LG Washing Machine,3
Boston,50,Lightning Charging Cable,90
Boston,50,Macbook Pro Laptop,18
Boston,50,ThinkPad Laptop,9
Boston,50,USB-C Charging Cable,75
Boston,50,Vareebadd Phone,8
Boston,50,Wired Headphones,66
Boston,50,iPhone,30
Boston,51,20in Monitor,12
Boston,51,27in 4K Gaming Monitor,27
Boston,51,27in FHD Monitor,23
Boston,51,34in Ultrawide Monitor,23
Boston,51,AA Batteries (4-pack),87
Boston,51,AAA Batteries (4-pack),118
Boston,51,Apple Airpods Headphones,45
Boston,51,Bose SoundSport Headphones,52
Boston,51,Flatscreen TV,18
Boston,51,Google Phone,13
Boston,51,LG Dryer,1
Boston,51,LG Washing Machine,2
Boston,51,Lightning Charging Cable,82
Boston,51,Macbook Pro Laptop,15
Boston,51,ThinkPad Laptop,15
Boston,51,USB-C Charging Cable,61
Boston,51,Vareebadd Phone,9
Boston,51,Wired Headphones,64
Boston,51,iPhone,25
Boston,52,20in Monitor,18
Boston,52,27in 4K Gaming Monitor,18
Boston,52,27in FHD Monitor,31
Boston,52,34in Ultrawide Monitor,20
Boston,52,AA Batteries (4-pack),77
Boston,52,AAA Batteries (4-pack),104
Boston,52,Apple Airpods Headphones,59
Boston,52,Bose SoundSport Headphones,45
Boston,52,Flatscreen TV,20
Boston,52,Google Phone,21
Boston,52,LG Dryer,1
Boston,52,LG Washing Machine,2
Boston,52,Lightning Charging Cable,80
Boston,52,Macbook Pro Laptop,14
Boston,52,ThinkPad Laptop,17
Boston,52,USB-C Charging Cable,102
Boston,52,Vareebadd Phone,8
Boston,52,Wired Headphones,47
Boston,52,iPhone,22
Dallas,1,20in Monitor,11
Dallas,1,27in 4K Gaming Monitor,14
Dallas,1,27in FHD Monitor,11
Dallas,1,34in Ultrawide Monitor,10
Dallas,1,AA Batteries (4-pack),38
Dallas,1,AAA Batteries (4-pack),44
Dallas,1,Apple Airpods Headphones,21
Dallas,1,Bose SoundSport Headphones,21
Dallas,1,Flatscreen TV,10
Dallas,1,Google Phone,13
Dallas,1,LG Dryer,1
Dallas,1,LG Washing Machine,1
Dallas,1,Lightning Charging Cable,35
Dallas,1,Macbook Pro Laptop,7
Dallas,1,ThinkPad Laptop,9
Dallas,1,USB-C Charging Cable,33
Dallas,1,Vareebadd Phone,4
Dallas,1,Wired Headphones,32
Dallas,1,iPhone,10
Dallas,2,20in Monitor,3
Dallas,2,27in 4K Gaming Monitor,5
Dallas,2,27in FHD Monitor,4
Dallas,2,34in Ultrawide Monitor,8
Dallas,2,AA Batteries (4-pack),33
Dallas,2,AAA Batteries (4-pack),33
Dallas,2,Apple Airpods Headphones,9
Dallas,2,Bose SoundSport Headphones,12
Dallas,2,Flatscreen TV,4
Dallas,2,Google Phone,5
Dallas,2,Lightning Charging Cable,18
Dallas,2,Macbook Pro Laptop,5
Dallas,2,ThinkPad Laptop,3
Dallas,2,USB-C Charging Cable,21
Dallas,2,Vareebadd Phone,1
Dallas,2,Wired Headphones,19
Dallas,2,iPhone,6
Dallas,3,20in Monitor,2
Dallas,3,27in 4K Gaming Monitor,3
Dallas,3,27in FHD Monitor,7
Dallas,3,34in Ultrawide Monitor,5
Dallas,3,AA Batteries (4-pack),31
Dallas,3,AAA Batteries (4-pack),27
Dallas,3,Apple Airpods Headphones,13
Dallas,3,Bose SoundSport Headphones,14
Dallas,3,Flatscreen TV,8
Dallas,3,Google Phone,4
Dallas,3,LG Washing Machine,1
Dallas,3,Lightning Charging Cable,9
Dallas,3,Macbook Pro Laptop,4
Dallas,3,ThinkPad Laptop,6
Dallas,3,USB-C Charging Cable,19
Dallas,3,Vareebadd Phone,3
Dallas,3,Wired Headphones,22
Dallas,3,iPhone,4
Dallas,4,20in Monitor,7
Dallas,4,27in 4K Gaming Monitor,6
Dallas,4,27in FHD Monitor,6
Dallas,4,34in Ultrawide Monitor,3
Dallas,4,AA Batteries (4-pack),38
Dallas,4,AAA Batteries (4-pack),30
Dallas,4,Apple Airpods Headphones,15
Dallas,4,Bose SoundSport Headphones,13
Dallas,4,Flatscreen TV,8
Dallas,4,Google Phone,9
Dallas,4,LG Washing Machine,1
Dallas,4,Lightning Charging Cable,25
Dallas,4,Macbook Pro Laptop,3
Dallas,4,ThinkPad Laptop,4
Dallas,4,USB-C Charging Cable,29
Dallas,4,Vareebadd Phone,1
Dallas,4,Wired Headphones,19
Dallas,4,iPhone,9
Dallas,5,20in Monitor,3
Dallas,5,27in 4K Gaming Monitor,4
Dallas,5,27in FHD Monitor,12
Dallas,5,34in Ultrawide Monitor,7
Dallas,5,AA Batteries (4-pack),41
Dallas,5,AAA Batteries (4-pack),38
Dallas,5,Apple Airpods Headphones,19
Dallas,5,Bose SoundSport Headphones,9
Dallas,5,Flatscreen TV,1
Dallas,5,Google Phone,9
Dallas,5,LG Washing Machine,1
Dallas,5,Lightning Charging Cable,34
Dallas,5,Macbook Pro Laptop,4
Dallas,5,ThinkPad Laptop,3
Dallas,5,USB-C Charging Cable,21
Dallas,5,Wired Headphones,22
Dallas,5,iPhone,2
Dallas,6,20in Monitor,4
Dallas,6,27in 4K Gaming Monitor,7
Dallas,6,27in FHD Monitor,5
Dallas,6,34in Ultrawide Monitor,13
Dallas,6,AA Batteries (4-pack),42
Dallas,6,AAA Batteries (4-pack),32
Dallas,6,Apple Airpods Headphones,13
Dallas,6,Bose SoundSport Headphones,19
Dallas,6,Flatscreen TV,9
Dallas,6,Google Phone,9
Dallas,6,LG Washing Machine,1
Dallas,6,Lightning Charging Cable,31
Dallas,6,Macbook Pro Laptop,3
Dallas,6,ThinkPad Laptop,9
Dallas,6,USB-C Charging Cable,37
Dallas,6,Vareebadd Phone,5
Dallas,6,Wired Headphones,29
Dallas,6,iPhone,11
Dallas,7,20in Monitor,4
Dallas,7,27in 4K Gaming Monitor,5
Dallas,7,27in FHD Monitor,16
Dallas,7,34in Ultrawide Monitor,11
Dallas,7,AA Batteries (4-pack),33
Dallas,7,AAA Batteries (4-pack),31
Dallas,7,Apple Airpods Headphones,20
Dallas,7,Bose SoundSport Headphones,14
Dallas,7,Flatscreen TV,12
Dallas,7,Google Phone,8
Dallas,7,LG Dryer,1
Dallas,7,Lightning Charging Cable,24
Dallas,7,Macbook Pro Laptop,7
Dallas,7,ThinkPad Laptop,6
Dallas,7,USB-C Charging Cable,28
Dallas,7,Vareebadd Phone,5
Dallas,7,Wired Headphones,29
Dallas,7,iPhone,12
Dallas,8,20in Monitor,5
Dallas,8,27in 4K Gaming Monitor,4
Dallas,8,27in FHD Monitor,10
Dallas,8,34in Ultrawide Monitor,15
Dallas,8,AA Batteries (4-pack),34
Dallas,8,AAA Batteries (4-pack),59
Dallas,8,Apple Airpods Headphones,24
Dallas,8,Bose SoundSport Headphones,19
Dallas,8,Flatscreen TV,5
Dallas,8,Google Phone,10
Dallas,8,LG Dryer,2
Dallas,8,LG Washing Machine,2
Dallas,8,Lightning Charging Cable,34
Dallas,8,Macbook Pro Laptop,6
Dallas,8,ThinkPad Laptop,5
Dallas,8,USB-C Charging Cable,31
Dallas,8,Vareebadd Phone,5
Dallas,8,Wired Headphones,25
Dallas,8,iPhone,6
Dallas,9,20in Monitor,5
Dallas,9,27in 4K Gaming Monitor,7
Dallas,9,27in FHD Monitor,8
Dallas,9,34in Ultrawide Monitor,6
Dallas,9,AA Batteries (4-pack),48
Dallas,9,AAA Batteries (4-pack),38
Dallas,9,Apple Airpods Headphones,18
Dallas,9,Bose SoundSport Headphones,19
Dallas,9,Flatscreen TV,4
Dallas,9,Google Phone,10
Dallas,9,LG Washing Machine,2
Dallas,9,Lightning Charging Cable,30
Dallas,9,Macbook Pro Laptop,7
Dallas,9,ThinkPad Laptop,6
Dallas,9,USB-C Charging Cable,34
Dallas,9,Vareebadd Phone,3
Dallas,9,Wired Headphones,32
Dallas,9,iPhone,10
Dallas,10,20in Monitor,8
Dallas,10,27in 4K Gaming Monitor,7
Dallas,10,27in FHD Monitor,18
Dallas,10,34in Ultrawide Monitor,8
Dallas,10,AA Batteries (4-pack),43
Dallas,10,AAA Batteries (4-pack),32
Dallas,10,Apple Airpods Headphones,26
Dallas,10,Bose SoundSport Headphones,23
Dallas,10,Flatscreen TV,8
Dallas,10,Google Phone,14
Dallas,10,LG Dryer,1
Dallas,10,LG Washing Machine,2
Dallas,10,Lightning Charging Cable,31
Dallas,10,Macbook Pro Laptop,4
Dallas,10,ThinkPad Laptop,6
Dallas,10,USB-C Charging Cable,33
Dallas,10,Vareebadd Phone,3
Dallas,10,Wired Headphones,31
Dallas,10,iPhone,8
Dallas,11,20in Monitor,2
Dallas,11,27in 4K Gaming Monitor,9
Dallas,11,27in FHD Monitor,12
Dallas,11,34in Ultrawide Monitor,13
Dallas,11,AA Batteries (4-pack),36
Dallas,11,AAA Batteries (4-pack),36
Dallas,11,Apple Airpods Headphones,19
Dallas,11,Bose SoundSport Headphones,21
Dallas,11,Flatscreen TV,11
Dallas,11,Google Phone,11
Dallas,11,Lightning Charging Cable,39
Dallas,11,Macbook Pro Laptop,7
Dallas,11,ThinkPad Laptop,3
Dallas,11,USB-C Charging Cable,25
Dallas,11,Vareebadd Phone,4
Dallas,11,Wired Headphones,26
Dallas,11,iPhone,5
Dallas,12,20in Monitor,6
Dallas,12,27in 4K Gaming Monitor,13
Dallas,12,27in FHD Monitor,15
Dallas,12,34in Ultrawide Monitor,11
Dallas,12,AA Batteries (4-pack),38
Dallas,12,AAA Batteries (4-pack),47
Dallas,12,Apple Airpods Headphones,19
Dallas,12,Bose SoundSport Headphones,24
Dallas,12,Flatscreen TV,6
Dallas,12,Google Phone,5
Dallas,12,LG Dryer,1
Dallas,12,Lightning Charging Cable,33
Dallas,12,Macbook Pro Laptop,12
Dallas,12,ThinkPad Laptop,2
Dallas,12,USB-C Charging Cable,39
Dallas,12,Vareebadd Phone,5
Dallas,12,Wired Headphones,30
Dallas,12,iPhone,5
Dallas,13,20in Monitor,2
Dallas,13,27in 4K Gaming Monitor,11
Dallas,13,27in FHD Monitor,13
Dallas,13,34in Ultrawide Monitor,12
Dallas,13,AA Batteries (4-pack),48
Dallas,13,AAA Batteries (4-pack),36
Dallas,13,Apple Airpods Headphones,28
Dallas,13,Bose SoundSport Headphones,24
Dallas,13,Flatscreen TV,3
Dallas,13,Google Phone,11
Dallas,13,LG Dryer,1
Dallas,13,LG Washing Machine,2
Dallas,13,Lightning Charging Cable,33
Dallas,13,Macbook Pro Laptop,5
Dallas,13,ThinkPad Laptop,5
Dallas,13,USB-C Charging Cable,43
Dallas,13,Vareebadd Phone,4
Dallas,13,Wired Headphones,20
Dallas,13,iPhone,15
Dallas,14,20in Monitor,11
Dallas,14,27in 4K Gaming Monitor,10
Dallas,14,27in FHD Monitor,12
Dallas,14,34in Ultrawide Monitor,13
Dallas,14,AA Batteries (4-pack),51
Dallas,14,AAA Batteries (4-pack),39
Dallas,14,Apple Airpods Headphones,25
Dallas,14,Bose SoundSport Headphones,26
Dallas,14,Flatscreen TV,7
Dallas,14,Google Phone,5
Dallas,14,LG Dryer,1
Dallas,14,LG Washing Machine,1
Dallas,14,Lightning Charging Cable,35
Dallas,14,Macbook Pro Laptop,6
Dallas,14,ThinkPad Laptop,10
Dallas,14,USB-C Charging Cable,28
Dallas,14,Vareebadd Phone,6
Dallas,14,Wired Headphones,39
Dallas,14,iPhone,14
Dallas,15,20in Monitor,6
Dallas,15,27in 4K Gaming Monitor,9
Dallas,15,27in FHD Monitor,9
Dallas,15,34in Ultrawide Monitor,9
