Historical Sales: 21
City;Product;Week1;Week2;Week3;Week4;Week5;Week6;Week7;Week8;Week9;Week10;Week11;Week12;Week13;Week14;Week15;Week16;Week17;Week18;Week19;Week20
San Francisco;ThinkPad Laptop;26.0;9.0;5.0;11.0;14.0;21.0;19.0;14.0;18.0;21.0;13.0;17.0;19.0;23.0;22.0;16.0;20.0;26.0;17.0;19.0
San Francisco;USB-C Charging Cable;101.0;71.0;73.0;75.0;86.0;112.0;94.0;99.0;108.0;106.0;114.0;130.0;97.0;143.0;137.0;134.0;101.0;114.0;114.0;113.0
San Francisco;Vareebadd Phone;9.0;7.0;4.0;9.0;3.0;3.0;8.0;3.0;6.0;11.0;17.0;8.0;8.0;12.0;11.0;13.0;7.0;13.0;9.0;18.0
San Francisco;Wired Headphones;86.0;70.0;52.0;72.0;72.0;73.0;86.0;82.0;85.0;85.0;79.0;76.0;71.0;138.0;125.0;104.0;108.0;101.0;116.0;86.0
San Francisco;iPhone;29.0;24.0;18.0;27.0;29.0;24.0;25.0;27.0;30.0;42.0;32.0;24.0;35.0;37.0;41.0;39.0;34.0;50.0;28.0;36.0
Seattle;20in Monitor;5.0;4.0;5.0;2.0;3.0;6.0;2.0;7.0;8.0;3.0;6.0;4.0;9.0;9.0;9.0;12.0;4.0;2.0;7.0;0
Seattle;27in 4K Gaming Monitor;11.0;8.0;7.0;3.0;10.0;10.0;13.0;11.0;7.0;10.0;11.0;13.0;12.0;11.0;17.0;5.0;19.0;12.0;11.0;7.0
Seattle;27in FHD Monitor;13.0;7.0;5.0;9.0;9.0;11.0;4.0;13.0;7.0;10.0;12.0;4.0;12.0;17.0;13.0;21.0;10.0;11.0;16.0;8.0
Seattle;34in Ultrawide Monitor;8.0;9.0;10.0;5.0;4.0;7.0;12.0;10.0;8.0;15.0;7.0;18.0;15.0;13.0;20.0;13.0;8.0;15.0;9.0;10.0
Seattle;AA Batteries (4-pack);30.0;24.0;24.0;13.0;30.0;45.0;42.0;41.0;33.0;41.0;40.0;53.0;25.0;42.0;63.0;44.0;38.0;44.0;50.0;47.0
Seattle;AAA Batteries (4-pack);45.0;24.0;36.0;27.0;33.0;47.0;40.0;38.0;29.0;44.0;37.0;42.0;35.0;40.0;43.0;50.0;55.0;49.0;53.0;57.0
Seattle;Apple Airpods Headphones;17.0;10.0;10.0;10.0;15.0;20.0;18.0;19.0;19.0;27.0;27.0;24.0;22.0;33.0;29.0;33.0;28.0;29.0;27.0;35.0
Seattle;Bose SoundSport Headphones;15.0;20.0;19.0;7.0;14.0;9.0;22.0;17.0;16.0;26.0;24.0;18.0;15.0;26.0;19.0;20.0;23.0;15.0;18.0;25.0
Seattle;Flatscreen TV;8.0;4.0;3.0;4.0;6.0;6.0;6.0;9.0;4.0;2.0;4.0;11.0;7.0;9.0;9.0;3.0;11.0;6.0;11.0;5.0
Seattle;Google Phone;11.0;4.0;5.0;4.0;11.0;2.0;9.0;11.0;7.0;2.0;4.0;4.0;6.0;7.0;14.0;21.0;3.0;4.0;11.0;0
Seattle;LG Dryer;1.0;2.0;2.0;3.0;3.0;1.0;1.0;1.0;2.0;1.0;0;0;0;0;0;0;0;0;0;0
Seattle;LG Washing Machine;2.0;2.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;0;0;0;0;0;0;0
Seattle;Lightning Charging Cable;25.0;14.0;9.0;20.0;24.0;25.0;27.0;37.0;29.0;30.0;35.0;41.0;34.0;44.0;48.0;31.0;46.0;32.0;33.0;24.0
Seattle;Macbook Pro Laptop;9.0;2.0;2.0;5.0;4.0;8.0;4.0;2.0;7.0;3.0;6.0;6.0;9.0;5.0;7.0;14.0;7.0;7.0;13.0;2.0
Seattle;ThinkPad Laptop;5.0;4.0;4.0;5.0;2.0;8.0;3.0;7.0;2.0;8.0;6.0;8.0;7.0;7.0;6.0;10.0;12.0;6.0;4.0;8.0
Seattle;USB-C Charging Cable;44.0;23.0;27.0;15.0;22.0;36.0;25.0;29.0;36.0;44.0;37.0;24.0;30.0;30.0;50.0;43.0;43.0;32.0;36.0;45.0
Seattle;Vareebadd Phone;5.0;6.0;7.0;2.0;1.0;2.0;3.0;2.0;7.0;1.0;2.0;1.0;7.0;5.0;4.0;4.0;4.0;2.0;4.0;0
Seattle;Wired Headphones;35.0;17.0;19.0;17.0;23.0;20.0;22.0;24.0;31.0;25.0;39.0;25.0;33.0;41.0;50.0;36.0;32.0;41.0;26.0;34.0
Seattle;iPhone;6.0;5.0;8.0;9.0;7.0;11.0;13.0;8.0;9.0;5.0;11.0;4.0;15.0;14.0;12.0;10.0;6.0;14.0;11.0;12.0
